,for_date,data_source,abbreviation,unit_type,address,city,state,zip_code,bedrooms,bathrooms,listing_date,sqft,price_sqft,distance,ingest_time
8580,2022-01-17,rentcast,tx093,tx0932c2-Signature,"1911 Willow Creek Dr, Unit 09-201",Austin,TX,78741,2.0,"1,016",2021-09-16,Apartment,1.352,0.06,2022-01-18 00:44:58.587340
8581,2022-01-17,rentcast,tx093,tx0932c2-Signature,"1929 Willow Creek Dr, Unit 1554",Austin,TX,78741,2.0,"1,016",2021-09-16,Apartment,1.182,0.14,2022-01-18 00:44:58.587340
8582,2022-01-17,rentcast,tx093,tx0932c2-Signature,"1849 Burton Dr, Unit 222",Austin,TX,78741,2.0,"1,000",2021-09-16,Apartment,1.382,0.1,2022-01-18 00:44:58.587340
8583,2022-01-17,rentcast,tx093,tx0932c2-Signature,"1845 Burton Dr, Apt 151",Austin,TX,78741,2.0,"1,000",2021-12-09,Apartment,1.812,0.11,2022-01-18 00:44:58.587340
8584,2022-01-17,rentcast,tx093,tx0932c2-Signature,"1845 Burton Dr, Apt 156",Austin,TX,78741,2.0,"1,000",2021-11-10,Apartment,1.662,0.11,2022-01-18 00:44:58.587340
8585,2022-01-17,rentcast,tx093,tx0932c2-Signature,1847 Burton Dr,Austin,TX,78741,2.0,"1,000",2021-06-29,Apartment,1.422,0.1,2022-01-18 00:44:58.587340
8586,2022-01-17,rentcast,tx093,tx0932c2-Signature,"1914 Willow Creek Dr, Unit 1286",Austin,TX,78741,2.0,948,2021-09-16,Apartment,1.152,0.12,2022-01-18 00:44:58.587340
8587,2022-01-17,rentcast,tx093,tx0932c2-Signature,"2435 E Riverside Dr, Apt 301",Austin,TX,78741,2.0,949,2022-01-12,Apartment,2.482,0.19,2022-01-18 00:44:58.587340
8588,2022-01-17,rentcast,tx093,tx0932c2-Signature,2505 E Riverside Dr,Austin,TX,78741,2.0,949,2021-06-27,Apartment,2.522,0.2,2022-01-18 00:44:58.587340
8589,2022-01-17,rentcast,tx093,tx0932c2-Signature,"1901 Burton St, Unit 75725-939",Austin,TX,78741,2.0,939,2021-09-16,Apartment,1.322,0.17,2022-01-18 00:44:58.587340
8590,2022-01-17,rentcast,tx093,tx0932c2-Signature,"1919 Burton Dr, # 0109AE",Austin,TX,78741,2.0,932,2021-12-09,Apartment,1.722,0.2,2022-01-18 00:44:58.587340
8591,2022-01-17,rentcast,tx093,tx0932c2-Signature,"1919 Burton Dr, # 0103AE",Austin,TX,78741,2.0,932,2021-12-09,Apartment,1.732,0.2,2022-01-18 00:44:58.587340
8592,2022-01-17,rentcast,tx093,tx0932c2-Signature,"2425 E Riverside Dr, Apt 202",Austin,TX,78741,2.0,900,2022-01-12,Apartment,1.642,0.13,2022-01-18 00:44:58.587340
8593,2022-01-17,rentcast,tx093,tx0932c2-Signature,"2425 E Riverside Dr, Apt 727",Austin,TX,78741,2.0,900,2022-01-12,Apartment,1.642,0.13,2022-01-18 00:44:58.587340
8594,2022-01-17,rentcast,tx093,tx0932c2-Signature,"2425 E Riverside Dr, Apt 221",Austin,TX,78741,2.0,900,2022-01-12,Apartment,1.602,0.13,2022-01-18 00:44:58.587340
8595,2022-01-17,rentcast,tx093,tx0932c2-Signature,"2425 E Riverside Dr, Apt 335",Austin,TX,78741,2.0,900,2021-10-30,Apartment,1.642,0.13,2022-01-18 00:44:58.587340
8596,2022-01-17,rentcast,tx093,tx0932c2-Signature,"2425 E Riverside Dr, Apt 101",Austin,TX,78741,2.0,900,2021-11-20,Apartment,1.602,0.13,2022-01-18 00:44:58.587340
8597,2022-01-17,rentcast,tx093,tx0932c2-Signature,"1929 Willow Creek Dr, Unit 435",Austin,TX,78741,1.0,860,2021-09-16,Apartment,1.242,0.14,2022-01-18 00:44:58.587340
8598,2022-01-17,rentcast,tx093,tx0932c2-Signature,"1914 Willow Creek Dr, Unit 893",Austin,TX,78741,1.0,832,2021-09-16,Apartment,1.352,0.12,2022-01-18 00:44:58.587340
8599,2022-01-17,rentcast,tx093,tx0932c2-Signature,"2425 E Riverside Dr, Apt 510",Austin,TX,78741,2.0,"1,042",2021-11-20,Apartment,1.562,0.13,2022-01-18 00:44:58.587340
8600,2022-01-17,rentcast,tx093,tx0932c2-Standard,"1911 Willow Creek Dr, Unit 09-201",Austin,TX,78741,2.0,"1,016",2021-09-16,Apartment,1.352,0.06,2022-01-18 00:44:58.587340
8601,2022-01-17,rentcast,tx093,tx0932c2-Standard,"1929 Willow Creek Dr, Unit 1554",Austin,TX,78741,2.0,"1,016",2021-09-16,Apartment,1.182,0.14,2022-01-18 00:44:58.587340
8602,2022-01-17,rentcast,tx093,tx0932c2-Standard,"1849 Burton Dr, Unit 222",Austin,TX,78741,2.0,"1,000",2021-09-16,Apartment,1.382,0.1,2022-01-18 00:44:58.587340
8603,2022-01-17,rentcast,tx093,tx0932c2-Standard,"1845 Burton Dr, Apt 151",Austin,TX,78741,2.0,"1,000",2021-12-09,Apartment,1.812,0.11,2022-01-18 00:44:58.587340
8604,2022-01-17,rentcast,tx093,tx0932c2-Standard,"1845 Burton Dr, Apt 156",Austin,TX,78741,2.0,"1,000",2021-11-10,Apartment,1.662,0.11,2022-01-18 00:44:58.587340
8605,2022-01-17,rentcast,tx093,tx0932c2-Standard,1847 Burton Dr,Austin,TX,78741,2.0,"1,000",2021-06-29,Apartment,1.422,0.1,2022-01-18 00:44:58.587340
8606,2022-01-17,rentcast,tx093,tx0932c2-Standard,"1914 Willow Creek Dr, Unit 1286",Austin,TX,78741,2.0,948,2021-09-16,Apartment,1.152,0.12,2022-01-18 00:44:58.587340
8607,2022-01-17,rentcast,tx093,tx0932c2-Standard,"2435 E Riverside Dr, Apt 301",Austin,TX,78741,2.0,949,2022-01-12,Apartment,2.482,0.19,2022-01-18 00:44:58.587340
8608,2022-01-17,rentcast,tx093,tx0932c2-Standard,2505 E Riverside Dr,Austin,TX,78741,2.0,949,2021-06-27,Apartment,2.522,0.2,2022-01-18 00:44:58.587340
8609,2022-01-17,rentcast,tx093,tx0932c2-Standard,"1901 Burton St, Unit 75725-939",Austin,TX,78741,2.0,939,2021-09-16,Apartment,1.322,0.17,2022-01-18 00:44:58.587340
8610,2022-01-17,rentcast,tx093,tx0932c2-Standard,"1919 Burton Dr, # 0109AE",Austin,TX,78741,2.0,932,2021-12-09,Apartment,1.722,0.2,2022-01-18 00:44:58.587340
8611,2022-01-17,rentcast,tx093,tx0932c2-Standard,"1919 Burton Dr, # 0103AE",Austin,TX,78741,2.0,932,2021-12-09,Apartment,1.732,0.2,2022-01-18 00:44:58.587340
8612,2022-01-17,rentcast,tx093,tx0932c2-Standard,"2425 E Riverside Dr, Apt 202",Austin,TX,78741,2.0,900,2022-01-12,Apartment,1.642,0.13,2022-01-18 00:44:58.587340
8613,2022-01-17,rentcast,tx093,tx0932c2-Standard,"2425 E Riverside Dr, Apt 727",Austin,TX,78741,2.0,900,2022-01-12,Apartment,1.642,0.13,2022-01-18 00:44:58.587340
8614,2022-01-17,rentcast,tx093,tx0932c2-Standard,"2425 E Riverside Dr, Apt 221",Austin,TX,78741,2.0,900,2022-01-12,Apartment,1.602,0.13,2022-01-18 00:44:58.587340
8615,2022-01-17,rentcast,tx093,tx0932c2-Standard,"2425 E Riverside Dr, Apt 335",Austin,TX,78741,2.0,900,2021-10-30,Apartment,1.642,0.13,2022-01-18 00:44:58.587340
8616,2022-01-17,rentcast,tx093,tx0932c2-Standard,"2425 E Riverside Dr, Apt 101",Austin,TX,78741,2.0,900,2021-11-20,Apartment,1.602,0.13,2022-01-18 00:44:58.587340
8617,2022-01-17,rentcast,tx093,tx0932c2-Standard,"1929 Willow Creek Dr, Unit 435",Austin,TX,78741,1.0,860,2021-09-16,Apartment,1.242,0.14,2022-01-18 00:44:58.587340
8618,2022-01-17,rentcast,tx093,tx0932c2-Standard,"1914 Willow Creek Dr, Unit 893",Austin,TX,78741,1.0,832,2021-09-16,Apartment,1.352,0.12,2022-01-18 00:44:58.587340
8619,2022-01-17,rentcast,tx093,tx0932c2-Standard,"2425 E Riverside Dr, Apt 510",Austin,TX,78741,2.0,"1,042",2021-11-20,Apartment,1.562,0.13,2022-01-18 00:44:58.587340
8620,2022-01-17,rentcast,tx106,tx1060a1-Classic,"3523 N Hills Dr, Unit 331",Austin,TX,78731,1.0,395,2021-09-16,Apartment,2.222,0.03,2022-01-18 00:44:58.587340
8621,2022-01-17,rentcast,tx106,tx1060a1-Classic,6800 Austin Center Blvd,Austin,TX,78731,,,2022-01-12,Single Family,,0.3,2022-01-18 00:44:58.587340
8622,2022-01-17,rentcast,tx106,tx1060a1-Classic,"3517 N Hills Dr, Unit 1447",Austin,TX,78731,1.0,,2021-07-01,Apartment,,0.04,2022-01-18 00:44:58.587340
8623,2022-01-17,rentcast,tx106,tx1060a1-Classic,6805 Wood Hollow Dr,Austin,TX,78731,1.0,,2022-01-12,Apartment,,0.15,2022-01-18 00:44:58.587340
8624,2022-01-17,rentcast,tx106,tx1060a1-Classic,"6720 Wood Holw, /Far W Unit 1638",Austin,TX,78731,1.0,481,2021-09-16,Apartment,1.862,0.08,2022-01-18 00:44:58.587340
8625,2022-01-17,rentcast,tx106,tx1060a1-Classic,"7117 Wood Hollow Dr, Apt 1125",Austin,TX,78731,1.0,481,2021-11-11,Apartment,1.982,0.42,2022-01-18 00:44:58.587340
8626,2022-01-17,rentcast,tx106,tx1060a1-Classic,"6805 Wood Hollow Dr, # 1146",Austin,TX,78731,1.0,618,2022-01-12,Apartment,2.292,0.15,2022-01-18 00:44:58.587340
8627,2022-01-17,rentcast,tx106,tx1060a1-Classic,"6805 Wood Hollow Dr, # 1342",Austin,TX,78731,1.0,618,2021-12-30,Apartment,2.192,0.15,2022-01-18 00:44:58.587340
8628,2022-01-17,rentcast,tx106,tx1060a1-Classic,"6805 Wood Hollow Dr, # 1336",Austin,TX,78731,1.0,618,2021-12-30,Apartment,2.262,0.15,2022-01-18 00:44:58.587340
8629,2022-01-17,rentcast,tx106,tx1060a1-Classic,"6811 Wood Hollow Dr, Unit 1770",Austin,TX,78731,1.0,626,2021-09-16,Apartment,1.672,0.1,2022-01-18 00:44:58.587340
8630,2022-01-17,rentcast,tx106,tx1060a1-Classic,"6805 Wood Hollow Dr, # 2336",Austin,TX,78731,1.0,626,2021-12-30,Apartment,1.782,0.15,2022-01-18 00:44:58.587340
8631,2022-01-17,rentcast,tx106,tx1060a1-Classic,"3523 N Hills Dr, Unit 958",Austin,TX,78731,1.0,653,2021-09-16,Apartment,1.522,0.03,2022-01-18 00:44:58.587340
8632,2022-01-17,rentcast,tx106,tx1060a1-Classic,"7117 Wood Hollow Dr, Apt 414",Austin,TX,78731,1.0,611,2021-11-11,Apartment,1.872,0.42,2022-01-18 00:44:58.587340
8633,2022-01-17,rentcast,tx106,tx1060a1-Classic,"6805 Wood Hollow Dr, # 2222",Austin,TX,78731,1.0,682,2022-01-12,Apartment,2.042,0.15,2022-01-18 00:44:58.587340
8634,2022-01-17,rentcast,tx106,tx1060a1-Classic,"6805 Wood Hollow Dr, # 1223",Austin,TX,78731,1.0,705,2022-01-12,Apartment,2.052,0.15,2022-01-18 00:44:58.587340
8635,2022-01-17,rentcast,tx106,tx1060a1-Classic,"6805 Wood Hollow Dr, # 1366",Austin,TX,78731,1.0,705,2021-12-30,Apartment,1.892,0.15,2022-01-18 00:44:58.587340
8636,2022-01-17,rentcast,tx106,tx1060a1-Classic,"6805 Wood Hollow Dr, # 1361",Austin,TX,78731,1.0,705,2021-12-30,Apartment,1.882,0.15,2022-01-18 00:44:58.587340
8637,2022-01-17,rentcast,tx106,tx1060a1-Classic,3600 N Hills Dr,Austin,TX,78731,,,2022-01-12,Apartment,,0.09,2022-01-18 00:44:58.587340
8638,2022-01-17,rentcast,tx106,tx1060a1-Classic,3517 N Hills Dr,Austin,TX,78731,,,2022-01-12,Apartment,,0.11,2022-01-18 00:44:58.587340
8639,2022-01-17,rentcast,tx106,tx1060a1-Classic,"3600 N Hills Dr, Unit 997",Austin,TX,78731,1.0,,2021-12-19,Apartment,,0.05,2022-01-18 00:44:58.587340
8640,2022-01-17,rentcast,tx106,tx1060a1-Signature,"3523 N Hills Dr, Unit 331",Austin,TX,78731,1.0,395,2021-09-16,Apartment,2.222,0.03,2022-01-18 00:44:58.587340
8641,2022-01-17,rentcast,tx106,tx1060a1-Signature,6800 Austin Center Blvd,Austin,TX,78731,,,2022-01-12,Single Family,,0.3,2022-01-18 00:44:58.587340
8642,2022-01-17,rentcast,tx106,tx1060a1-Signature,"3517 N Hills Dr, Unit 1447",Austin,TX,78731,1.0,,2021-07-01,Apartment,,0.04,2022-01-18 00:44:58.587340
8643,2022-01-17,rentcast,tx106,tx1060a1-Signature,6805 Wood Hollow Dr,Austin,TX,78731,1.0,,2022-01-12,Apartment,,0.15,2022-01-18 00:44:58.587340
8644,2022-01-17,rentcast,tx106,tx1060a1-Signature,"6720 Wood Holw, /Far W Unit 1638",Austin,TX,78731,1.0,481,2021-09-16,Apartment,1.862,0.08,2022-01-18 00:44:58.587340
8645,2022-01-17,rentcast,tx106,tx1060a1-Signature,"7117 Wood Hollow Dr, Apt 1125",Austin,TX,78731,1.0,481,2021-11-11,Apartment,1.982,0.42,2022-01-18 00:44:58.587340
8646,2022-01-17,rentcast,tx106,tx1060a1-Signature,"6805 Wood Hollow Dr, # 1146",Austin,TX,78731,1.0,618,2022-01-12,Apartment,2.292,0.15,2022-01-18 00:44:58.587340
8647,2022-01-17,rentcast,tx106,tx1060a1-Signature,"6805 Wood Hollow Dr, # 1342",Austin,TX,78731,1.0,618,2021-12-30,Apartment,2.192,0.15,2022-01-18 00:44:58.587340
8648,2022-01-17,rentcast,tx106,tx1060a1-Signature,"6805 Wood Hollow Dr, # 1336",Austin,TX,78731,1.0,618,2021-12-30,Apartment,2.262,0.15,2022-01-18 00:44:58.587340
8649,2022-01-17,rentcast,tx106,tx1060a1-Signature,"6811 Wood Hollow Dr, Unit 1770",Austin,TX,78731,1.0,626,2021-09-16,Apartment,1.672,0.1,2022-01-18 00:44:58.587340
8650,2022-01-17,rentcast,tx106,tx1060a1-Signature,"6805 Wood Hollow Dr, # 2336",Austin,TX,78731,1.0,626,2021-12-30,Apartment,1.782,0.15,2022-01-18 00:44:58.587340
8651,2022-01-17,rentcast,tx106,tx1060a1-Signature,"3523 N Hills Dr, Unit 958",Austin,TX,78731,1.0,653,2021-09-16,Apartment,1.522,0.03,2022-01-18 00:44:58.587340
8652,2022-01-17,rentcast,tx106,tx1060a1-Signature,"7117 Wood Hollow Dr, Apt 414",Austin,TX,78731,1.0,611,2021-11-11,Apartment,1.872,0.42,2022-01-18 00:44:58.587340
8653,2022-01-17,rentcast,tx106,tx1060a1-Signature,"6805 Wood Hollow Dr, # 2222",Austin,TX,78731,1.0,682,2022-01-12,Apartment,2.042,0.15,2022-01-18 00:44:58.587340
8654,2022-01-17,rentcast,tx106,tx1060a1-Signature,"6805 Wood Hollow Dr, # 1223",Austin,TX,78731,1.0,705,2022-01-12,Apartment,2.052,0.15,2022-01-18 00:44:58.587340
8655,2022-01-17,rentcast,tx106,tx1060a1-Signature,"6805 Wood Hollow Dr, # 1366",Austin,TX,78731,1.0,705,2021-12-30,Apartment,1.892,0.15,2022-01-18 00:44:58.587340
8656,2022-01-17,rentcast,tx106,tx1060a1-Signature,"6805 Wood Hollow Dr, # 1361",Austin,TX,78731,1.0,705,2021-12-30,Apartment,1.882,0.15,2022-01-18 00:44:58.587340
8657,2022-01-17,rentcast,tx106,tx1060a1-Signature,3600 N Hills Dr,Austin,TX,78731,,,2022-01-12,Apartment,,0.09,2022-01-18 00:44:58.587340
8658,2022-01-17,rentcast,tx106,tx1060a1-Signature,3517 N Hills Dr,Austin,TX,78731,,,2022-01-12,Apartment,,0.11,2022-01-18 00:44:58.587340
8659,2022-01-17,rentcast,tx106,tx1060a1-Signature,"3600 N Hills Dr, Unit 997",Austin,TX,78731,1.0,,2021-12-19,Apartment,,0.05,2022-01-18 00:44:58.587340
8660,2022-01-17,rentcast,tx106,tx1061a1-Classic,"6805 Wood Hollow Dr, # 1146",Austin,TX,78731,1.0,618,2022-01-12,Apartment,2.292,0.15,2022-01-18 00:44:58.587340
8661,2022-01-17,rentcast,tx106,tx1061a1-Classic,"6805 Wood Hollow Dr, # 1342",Austin,TX,78731,1.0,618,2021-12-30,Apartment,2.192,0.15,2022-01-18 00:44:58.587340
8662,2022-01-17,rentcast,tx106,tx1061a1-Classic,"6805 Wood Hollow Dr, # 1336",Austin,TX,78731,1.0,618,2021-12-30,Apartment,2.262,0.15,2022-01-18 00:44:58.587340
8663,2022-01-17,rentcast,tx106,tx1061a1-Classic,"6811 Wood Hollow Dr, Unit 1770",Austin,TX,78731,1.0,626,2021-09-16,Apartment,1.672,0.1,2022-01-18 00:44:58.587340
8664,2022-01-17,rentcast,tx106,tx1061a1-Classic,"6805 Wood Hollow Dr, # 2336",Austin,TX,78731,1.0,626,2021-12-30,Apartment,1.782,0.15,2022-01-18 00:44:58.587340
8665,2022-01-17,rentcast,tx106,tx1061a1-Classic,"7117 Wood Hollow Dr, Apt 414",Austin,TX,78731,1.0,611,2021-11-11,Apartment,1.872,0.42,2022-01-18 00:44:58.587340
8666,2022-01-17,rentcast,tx106,tx1061a1-Classic,"3523 N Hills Dr, Unit 958",Austin,TX,78731,1.0,653,2021-09-16,Apartment,1.522,0.03,2022-01-18 00:44:58.587340
8667,2022-01-17,rentcast,tx106,tx1061a1-Classic,"6720 Wood Holw, /Far W Unit 1638",Austin,TX,78731,1.0,481,2021-09-16,Apartment,1.862,0.08,2022-01-18 00:44:58.587340
8668,2022-01-17,rentcast,tx106,tx1061a1-Classic,"7117 Wood Hollow Dr, Apt 1125",Austin,TX,78731,1.0,481,2021-11-11,Apartment,1.982,0.42,2022-01-18 00:44:58.587340
8669,2022-01-17,rentcast,tx106,tx1061a1-Classic,"6805 Wood Hollow Dr, # 2222",Austin,TX,78731,1.0,682,2022-01-12,Apartment,2.042,0.15,2022-01-18 00:44:58.587340
8670,2022-01-17,rentcast,tx106,tx1061a1-Classic,"6805 Wood Hollow Dr, # 1223",Austin,TX,78731,1.0,705,2022-01-12,Apartment,2.052,0.15,2022-01-18 00:44:58.587340
8671,2022-01-17,rentcast,tx106,tx1061a1-Classic,"6805 Wood Hollow Dr, # 1366",Austin,TX,78731,1.0,705,2021-12-30,Apartment,1.892,0.15,2022-01-18 00:44:58.587340
8672,2022-01-17,rentcast,tx106,tx1061a1-Classic,"6805 Wood Hollow Dr, # 1361",Austin,TX,78731,1.0,705,2021-12-30,Apartment,1.882,0.15,2022-01-18 00:44:58.587340
8673,2022-01-17,rentcast,tx106,tx1061a1-Classic,"3622 Far West Blvd, Unit 1440",Austin,TX,78731,1.0,750,2021-09-16,Apartment,1.222,0.35,2022-01-18 00:44:58.587340
8674,2022-01-17,rentcast,tx106,tx1061a1-Classic,"3545 N Hills Dr, Apt C",Austin,TX,78731,1.5,"1,000",2021-12-01,Multi-Family,1.802,0.1,2022-01-18 00:44:58.587340
8675,2022-01-17,rentcast,tx106,tx1061a1-Classic,"3601 N Hills Dr, Apt C",Austin,TX,78731,1.5,"1,000",2022-01-03,Multi-Family,1.552,0.12,2022-01-18 00:44:58.587340
8676,2022-01-17,rentcast,tx106,tx1061a1-Classic,"3601 N Hills Dr, Apt B",Austin,TX,78731,1.5,"1,000",2021-12-13,Multi-Family,1.702,0.12,2022-01-18 00:44:58.587340
8677,2022-01-17,rentcast,tx106,tx1061a1-Classic,6800 Austin Center Blvd,Austin,TX,78731,,,2022-01-12,Single Family,,0.3,2022-01-18 00:44:58.587340
8678,2022-01-17,rentcast,tx106,tx1061a1-Classic,"6800 Austin Center Blvd, Apt 732",Austin,TX,78731,1.0,992,2022-01-12,Apartment,2.222,0.3,2022-01-18 00:44:58.587340
8679,2022-01-17,rentcast,tx106,tx1061a1-Classic,"6800 Austin Center Blvd, Apt 1262",Austin,TX,78731,1.0,992,2022-01-12,Apartment,1.982,0.3,2022-01-18 00:44:58.587340
8680,2022-01-17,rentcast,tx106,tx1061a1-Signature,"6805 Wood Hollow Dr, # 1146",Austin,TX,78731,1.0,618,2022-01-12,Apartment,2.292,0.15,2022-01-18 00:44:58.587340
8681,2022-01-17,rentcast,tx106,tx1061a1-Signature,"6805 Wood Hollow Dr, # 1342",Austin,TX,78731,1.0,618,2021-12-30,Apartment,2.192,0.15,2022-01-18 00:44:58.587340
8682,2022-01-17,rentcast,tx106,tx1061a1-Signature,"6805 Wood Hollow Dr, # 1336",Austin,TX,78731,1.0,618,2021-12-30,Apartment,2.262,0.15,2022-01-18 00:44:58.587340
8683,2022-01-17,rentcast,tx106,tx1061a1-Signature,"6811 Wood Hollow Dr, Unit 1770",Austin,TX,78731,1.0,626,2021-09-16,Apartment,1.672,0.1,2022-01-18 00:44:58.587340
8684,2022-01-17,rentcast,tx106,tx1061a1-Signature,"6805 Wood Hollow Dr, # 2336",Austin,TX,78731,1.0,626,2021-12-30,Apartment,1.782,0.15,2022-01-18 00:44:58.587340
8685,2022-01-17,rentcast,tx106,tx1061a1-Signature,"7117 Wood Hollow Dr, Apt 414",Austin,TX,78731,1.0,611,2021-11-11,Apartment,1.872,0.42,2022-01-18 00:44:58.587340
8686,2022-01-17,rentcast,tx106,tx1061a1-Signature,"3523 N Hills Dr, Unit 958",Austin,TX,78731,1.0,653,2021-09-16,Apartment,1.522,0.03,2022-01-18 00:44:58.587340
8687,2022-01-17,rentcast,tx106,tx1061a1-Signature,"6720 Wood Holw, /Far W Unit 1638",Austin,TX,78731,1.0,481,2021-09-16,Apartment,1.862,0.08,2022-01-18 00:44:58.587340
8688,2022-01-17,rentcast,tx106,tx1061a1-Signature,"7117 Wood Hollow Dr, Apt 1125",Austin,TX,78731,1.0,481,2021-11-11,Apartment,1.982,0.42,2022-01-18 00:44:58.587340
8689,2022-01-17,rentcast,tx106,tx1061a1-Signature,"6805 Wood Hollow Dr, # 2222",Austin,TX,78731,1.0,682,2022-01-12,Apartment,2.042,0.15,2022-01-18 00:44:58.587340
8690,2022-01-17,rentcast,tx106,tx1061a1-Signature,"6805 Wood Hollow Dr, # 1223",Austin,TX,78731,1.0,705,2022-01-12,Apartment,2.052,0.15,2022-01-18 00:44:58.587340
8691,2022-01-17,rentcast,tx106,tx1061a1-Signature,"6805 Wood Hollow Dr, # 1366",Austin,TX,78731,1.0,705,2021-12-30,Apartment,1.892,0.15,2022-01-18 00:44:58.587340
8692,2022-01-17,rentcast,tx106,tx1061a1-Signature,"6805 Wood Hollow Dr, # 1361",Austin,TX,78731,1.0,705,2021-12-30,Apartment,1.882,0.15,2022-01-18 00:44:58.587340
8693,2022-01-17,rentcast,tx106,tx1061a1-Signature,"3622 Far West Blvd, Unit 1440",Austin,TX,78731,1.0,750,2021-09-16,Apartment,1.222,0.35,2022-01-18 00:44:58.587340
8694,2022-01-17,rentcast,tx106,tx1061a1-Signature,"3545 N Hills Dr, Apt C",Austin,TX,78731,1.5,"1,000",2021-12-01,Multi-Family,1.802,0.1,2022-01-18 00:44:58.587340
8695,2022-01-17,rentcast,tx106,tx1061a1-Signature,"3601 N Hills Dr, Apt C",Austin,TX,78731,1.5,"1,000",2022-01-03,Multi-Family,1.552,0.12,2022-01-18 00:44:58.587340
8696,2022-01-17,rentcast,tx106,tx1061a1-Signature,"3601 N Hills Dr, Apt B",Austin,TX,78731,1.5,"1,000",2021-12-13,Multi-Family,1.702,0.12,2022-01-18 00:44:58.587340
8697,2022-01-17,rentcast,tx106,tx1061a1-Signature,6800 Austin Center Blvd,Austin,TX,78731,,,2022-01-12,Single Family,,0.3,2022-01-18 00:44:58.587340
8698,2022-01-17,rentcast,tx106,tx1061a1-Signature,"6800 Austin Center Blvd, Apt 732",Austin,TX,78731,1.0,992,2022-01-12,Apartment,2.222,0.3,2022-01-18 00:44:58.587340
8699,2022-01-17,rentcast,tx106,tx1061a1-Signature,"6800 Austin Center Blvd, Apt 1262",Austin,TX,78731,1.0,992,2022-01-12,Apartment,1.982,0.3,2022-01-18 00:44:58.587340
8700,2022-01-17,rentcast,tx106,tx1061a2-Classic,"6805 Wood Hollow Dr, # 1146",Austin,TX,78731,1.0,618,2022-01-12,Apartment,2.292,0.15,2022-01-18 00:44:58.587340
8701,2022-01-17,rentcast,tx106,tx1061a2-Classic,"6805 Wood Hollow Dr, # 1342",Austin,TX,78731,1.0,618,2021-12-30,Apartment,2.192,0.15,2022-01-18 00:44:58.587340
8702,2022-01-17,rentcast,tx106,tx1061a2-Classic,"6805 Wood Hollow Dr, # 1336",Austin,TX,78731,1.0,618,2021-12-30,Apartment,2.262,0.15,2022-01-18 00:44:58.587340
8703,2022-01-17,rentcast,tx106,tx1061a2-Classic,"6811 Wood Hollow Dr, Unit 1770",Austin,TX,78731,1.0,626,2021-09-16,Apartment,1.672,0.1,2022-01-18 00:44:58.587340
8704,2022-01-17,rentcast,tx106,tx1061a2-Classic,"6805 Wood Hollow Dr, # 2336",Austin,TX,78731,1.0,626,2021-12-30,Apartment,1.782,0.15,2022-01-18 00:44:58.587340
8705,2022-01-17,rentcast,tx106,tx1061a2-Classic,"7117 Wood Hollow Dr, Apt 414",Austin,TX,78731,1.0,611,2021-11-11,Apartment,1.872,0.42,2022-01-18 00:44:58.587340
8706,2022-01-17,rentcast,tx106,tx1061a2-Classic,"3523 N Hills Dr, Unit 958",Austin,TX,78731,1.0,653,2021-09-16,Apartment,1.522,0.03,2022-01-18 00:44:58.587340
8707,2022-01-17,rentcast,tx106,tx1061a2-Classic,"6720 Wood Holw, /Far W Unit 1638",Austin,TX,78731,1.0,481,2021-09-16,Apartment,1.862,0.08,2022-01-18 00:44:58.587340
8708,2022-01-17,rentcast,tx106,tx1061a2-Classic,"6805 Wood Hollow Dr, # 2222",Austin,TX,78731,1.0,682,2022-01-12,Apartment,2.042,0.15,2022-01-18 00:44:58.587340
8709,2022-01-17,rentcast,tx106,tx1061a2-Classic,"7117 Wood Hollow Dr, Apt 1125",Austin,TX,78731,1.0,481,2021-11-11,Apartment,1.982,0.42,2022-01-18 00:44:58.587340
8710,2022-01-17,rentcast,tx106,tx1061a2-Classic,"6805 Wood Hollow Dr, # 1223",Austin,TX,78731,1.0,705,2022-01-12,Apartment,2.052,0.15,2022-01-18 00:44:58.587340
8711,2022-01-17,rentcast,tx106,tx1061a2-Classic,"6805 Wood Hollow Dr, # 1366",Austin,TX,78731,1.0,705,2021-12-30,Apartment,1.892,0.15,2022-01-18 00:44:58.587340
8712,2022-01-17,rentcast,tx106,tx1061a2-Classic,"6805 Wood Hollow Dr, # 1361",Austin,TX,78731,1.0,705,2021-12-30,Apartment,1.882,0.15,2022-01-18 00:44:58.587340
8713,2022-01-17,rentcast,tx106,tx1061a2-Classic,"3622 Far West Blvd, Unit 1440",Austin,TX,78731,1.0,750,2021-09-16,Apartment,1.222,0.35,2022-01-18 00:44:58.587340
8714,2022-01-17,rentcast,tx106,tx1061a2-Classic,"3545 N Hills Dr, Apt C",Austin,TX,78731,1.5,"1,000",2021-12-01,Multi-Family,1.802,0.1,2022-01-18 00:44:58.587340
8715,2022-01-17,rentcast,tx106,tx1061a2-Classic,"3601 N Hills Dr, Apt C",Austin,TX,78731,1.5,"1,000",2022-01-03,Multi-Family,1.552,0.12,2022-01-18 00:44:58.587340
8716,2022-01-17,rentcast,tx106,tx1061a2-Classic,"3601 N Hills Dr, Apt B",Austin,TX,78731,1.5,"1,000",2021-12-13,Multi-Family,1.702,0.12,2022-01-18 00:44:58.587340
8717,2022-01-17,rentcast,tx106,tx1061a2-Classic,6800 Austin Center Blvd,Austin,TX,78731,,,2022-01-12,Single Family,,0.3,2022-01-18 00:44:58.587340
