,for_date,abbreviation,unit_type,address,city,state,zip_code,bedrooms,bathrooms,listing_date,sqft,price_sqft,distance
144,17/01/2022,as1631b1,"1004 W Whitestone Blvd, Unit 142944
Cedar Park, TX 78613","1004 W Whitestone Blvd, Unit 142944",Cedar,Park,TX,1.0,660,2021-09-19,Apartment,1.432,0.15
145,17/01/2022,as1631b1,"1004 W Whitestone Blvd, # 142944
Cedar Park, TX 78613","1004 W Whitestone Blvd, # 142944",Cedar,Park,TX,1.0,660,2021-06-30,Apartment,1.432,0.15
146,17/01/2022,as1631b1,"1045 Silverstone Ln
Cedar Park, TX 78613",1045 Silverstone Ln,Cedar,Park,TX,2.0,"1,153",2021-06-19,Single Family,1.732,0.2
147,17/01/2022,as1631b1,"1018 Audra St
Cedar Park, TX 78613",1018 Audra St,Cedar,Park,TX,2.0,"1,165",2022-01-11,Single Family,1.732,0.21
148,17/01/2022,as1631b1,"1006 Reynaldo St
Cedar Park, TX 78613",1006 Reynaldo St,Cedar,Park,TX,2.0,"1,297",2022-01-02,Single Family,1.202,0.27
149,17/01/2022,as1631b1,"800 Lone Star Dr
Cedar Park, TX 78613",800 Lone Star Dr,Cedar,Park,TX,2.0,"1,253",2021-06-19,Single Family,1.522,0.49
150,17/01/2022,as1631b1,"2006 Coachlamp Dr
Cedar Park, TX 78613",2006 Coachlamp Dr,Cedar,Park,TX,2.0,"1,180",2021-12-29,Single Family,1.522,0.88
151,17/01/2022,as1631b1,"1201 Brashear Ln
Cedar Park, TX 78613",1201 Brashear Ln,Cedar,Park,TX,2.0,"1,343",2021-11-15,Single Family,1.302,0.23
152,17/01/2022,as1631b1,"1047 Silverstone Ln
Cedar Park, TX 78613",1047 Silverstone Ln,Cedar,Park,TX,2.0,"1,368",2021-09-13,Single Family,1.352,0.2
153,17/01/2022,as1631b1,"1004 W Whitestone Blvd, Unit 142820
Cedar Park, TX 78613","1004 W Whitestone Blvd, Unit 142820",Cedar,Park,TX,2.0,"1,150",2021-09-19,Apartment,1.262,0.15
154,17/01/2022,as1631b1,"1004 W Whitestone Blvd, # 142820
Cedar Park, TX 78613","1004 W Whitestone Blvd, # 142820",Cedar,Park,TX,2.0,"1,150",2021-06-30,Apartment,1.262,0.15
155,17/01/2022,as1631b1,"703 Blue Oak Cir
Cedar Park, TX 78613",703 Blue Oak Cir,Cedar,Park,TX,2.0,"1,303",2021-06-20,Single Family,1.372,0.52
156,17/01/2022,as1631b1,"1101 Doris Ln
Cedar Park, TX 78613",1101 Doris Ln,Cedar,Park,TX,2.0,"1,316",2021-06-30,Single Family,1.442,0.47
157,17/01/2022,as1631b1,"1813 Woodstone Ct
Cedar Park, TX 78613",1813 Woodstone Ct,Cedar,Park,TX,2.0,"1,296",2021-08-11,Single Family,1.622,0.78
158,17/01/2022,as1631b1,"202 Fawnfield Dr
Cedar Park, TX 78613",202 Fawnfield Dr,Cedar,Park,TX,2.0,"1,243",2021-07-04,Single Family,1.692,1.01
159,17/01/2022,as1631b1,"1806 Oakmont Ln
Cedar Park, TX 78613",1806 Oakmont Ln,Cedar,Park,TX,2.0,"1,323",2021-06-18,Single Family,1.512,0.68
160,17/01/2022,as1632d1,"1045 Silverstone Ln
Cedar Park, TX 78613",1045 Silverstone Ln,Cedar,Park,TX,2.0,"1,153",2021-06-19,Single Family,1.732,0.2
161,17/01/2022,as1632d1,"1018 Audra St
Cedar Park, TX 78613",1018 Audra St,Cedar,Park,TX,2.0,"1,165",2022-01-11,Single Family,1.732,0.21
162,17/01/2022,as1632d1,"1210 W Whitestone Xing, Unit 232731-1150
Austin, TX 78613","1210 W Whitestone Xing, Unit 232731-1150",Austin,TX,78613,2.5,"1,150",2021-09-18,Apartment,1.652,0.07
163,17/01/2022,as1632d1,"2006 Coachlamp Dr
Cedar Park, TX 78613",2006 Coachlamp Dr,Cedar,Park,TX,2.0,"1,180",2021-12-29,Single Family,1.522,0.88
164,17/01/2022,as1632d1,"1006 Reynaldo St
Cedar Park, TX 78613",1006 Reynaldo St,Cedar,Park,TX,2.0,"1,297",2022-01-02,Single Family,1.202,0.27
165,17/01/2022,as1632d1,"800 Lone Star Dr
Cedar Park, TX 78613",800 Lone Star Dr,Cedar,Park,TX,2.0,"1,253",2021-06-19,Single Family,1.522,0.49
166,17/01/2022,as1632d1,"1004 W Whitestone Blvd, Unit 142820
Cedar Park, TX 78613","1004 W Whitestone Blvd, Unit 142820",Cedar,Park,TX,2.0,"1,150",2021-09-19,Apartment,1.262,0.15
167,17/01/2022,as1632d1,"1004 W Whitestone Blvd, # 142820
Cedar Park, TX 78613","1004 W Whitestone Blvd, # 142820",Cedar,Park,TX,2.0,"1,150",2021-06-30,Apartment,1.262,0.15
168,17/01/2022,as1632d1,"1201 Brashear Ln
Cedar Park, TX 78613",1201 Brashear Ln,Cedar,Park,TX,2.0,"1,343",2021-11-15,Single Family,1.302,0.23
169,17/01/2022,as1632d1,"1047 Silverstone Ln
Cedar Park, TX 78613",1047 Silverstone Ln,Cedar,Park,TX,2.0,"1,368",2021-09-13,Single Family,1.352,0.2
170,17/01/2022,as1632d1,"703 Blue Oak Cir
Cedar Park, TX 78613",703 Blue Oak Cir,Cedar,Park,TX,2.0,"1,303",2021-06-20,Single Family,1.372,0.52
171,17/01/2022,as1632d1,"1101 Doris Ln
Cedar Park, TX 78613",1101 Doris Ln,Cedar,Park,TX,2.0,"1,316",2021-06-30,Single Family,1.442,0.47
172,17/01/2022,as1632d1,"202 Fawnfield Dr
Cedar Park, TX 78613",202 Fawnfield Dr,Cedar,Park,TX,2.0,"1,243",2021-07-04,Single Family,1.692,1.01
173,17/01/2022,as1632d1,"1813 Woodstone Ct
Cedar Park, TX 78613",1813 Woodstone Ct,Cedar,Park,TX,2.0,"1,296",2021-08-11,Single Family,1.622,0.78
174,17/01/2022,as1632d1,"1806 Oakmont Ln
Cedar Park, TX 78613",1806 Oakmont Ln,Cedar,Park,TX,2.0,"1,323",2021-06-18,Single Family,1.512,0.68
175,17/01/2022,as1632d1,"1914 Hollow Ridge Dr
Cedar Park, TX 78613",1914 Hollow Ridge Dr,Cedar,Park,TX,2.0,"1,335",2022-01-02,Single Family,1.312,0.81
176,17/01/2022,as1632d1,"800 Monarch Ave
Cedar Park, TX 78613",800 Monarch Ave,Cedar,Park,TX,2.0,"1,465",2021-12-28,Single Family,1.292,0.45
177,17/01/2022,as1632d1,"1504 Sedbury Way
Cedar Park, TX 78613",1504 Sedbury Way,Cedar,Park,TX,2.0,"1,360",2021-10-04,Single Family,1.472,0.98
178,17/01/2022,as1632d1,"1402 Cedar Park Dr
Cedar Park, TX 78613",1402 Cedar Park Dr,Cedar,Park,TX,2.0,"1,462",2021-10-22,Single Family,1.302,0.58
179,17/01/2022,as1632d1,"1707 Deodara Dr
Cedar Park, TX 78613",1707 Deodara Dr,Cedar,Park,TX,2.0,"1,420",2021-09-15,Single Family,1.322,0.78
180,17/01/2022,as1671a1,"1016 W Stassney Ln, Apt 122
Austin, TX 78745","1016 W Stassney Ln, Apt 122",Austin,TX,78745,1.0,588,2021-09-21,Apartment,2.302,0.03
181,17/01/2022,as1671a1,"1016 W Stassney Ln, Apt 136
Austin, TX 78745","1016 W Stassney Ln, Apt 136",Austin,TX,78745,1.0,588,2021-09-08,Apartment,2.192,0.03
182,17/01/2022,as1671a1,"1016 W Stassney Ln, Apt 148
Austin, TX 78745","1016 W Stassney Ln, Apt 148",Austin,TX,78745,1.0,708,2021-09-14,Apartment,1.912,0.03
183,17/01/2022,as1671a1,"1020 W Stassney Ln, Unit 248
Austin, TX 78745","1020 W Stassney Ln, Unit 248",Austin,TX,78745,1.0,708,2021-09-16,Apartment,2.062,0.06
184,17/01/2022,as1671a1,"1020 W Stassney Ln, Unit 165
Austin, TX 78745","1020 W Stassney Ln, Unit 165",Austin,TX,78745,1.0,708,2021-09-07,Apartment,1.922,0.07
185,17/01/2022,as1671a1,"5807 S 1st St, Unit ATC11
Austin, TX 78745","5807 S 1st St, Unit ATC11",Austin,TX,78745,1.0,670,2021-09-14,Apartment,1.772,0.39
186,17/01/2022,as1671a1,"1016 W Stassney Ln
Austin, TX 78745",1016 W Stassney Ln,Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.03
187,17/01/2022,as1671a1,"1005 W Stassney Ln, Unit 25203
Austin, TX 78745","1005 W Stassney Ln, Unit 25203",Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.1
188,17/01/2022,as1671a1,"714 Turtle Creek Blvd, Unit 156
Austin, TX 78745","714 Turtle Creek Blvd, Unit 156",Austin,TX,78745,1.0,,2021-09-08,Apartment,,0.38
189,17/01/2022,as1671a1,"5816 S 1st St
Austin, TX 78745",5816 S 1st St,Austin,TX,78745,1.0,,2021-09-12,Single Family,,0.36
190,17/01/2022,as1671a1,"1005 W Stassney Ln
Austin, TX 78745",1005 W Stassney Ln,Austin,TX,78745,1.0,650,2022-01-11,Condo,1.502,0.1
191,17/01/2022,as1671a1,"1005 W Stassney Ln, Unit 25202
Austin, TX 78745","1005 W Stassney Ln, Unit 25202",Austin,TX,78745,1.0,,2022-01-09,Apartment,,0.1
192,17/01/2022,as1671a1,"1005 W Stassney Ln, Unit 25201
Austin, TX 78745","1005 W Stassney Ln, Unit 25201",Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.1
193,17/01/2022,as1671a1,"5304 Saint Georges Grn, Apt A
Austin, TX 78745","5304 Saint Georges Grn, Apt A",Austin,TX,78745,1.0,840,2021-06-22,Apartment,1.192,0.59
194,17/01/2022,as1671a1,"811 Ramble Ln
Austin, TX 78745",811 Ramble Ln,Austin,TX,78745,1.0,,2021-06-30,Apartment,,0.15
195,17/01/2022,as1671a1,"5800 Emerald Forest Dr
Austin, TX 78745",5800 Emerald Forest Dr,Austin,TX,78745,1.0,,2021-12-15,Apartment,,0.24
196,17/01/2022,as1671a1,"6200 Soft Wind Cir
Austin, TX 78745",6200 Soft Wind Cir,Austin,TX,78745,1.0,,2021-10-01,Apartment,,0.51
197,17/01/2022,as1671a1,"801 Sirocco Dr
Austin, TX 78745",801 Sirocco Dr,Austin,TX,78745,1.0,,2021-06-27,Apartment,,0.51
198,17/01/2022,as1671a1,"5304 Saint Georges Grn
Austin, TX 78745",5304 Saint Georges Grn,Austin,TX,78745,1.0,,2021-06-23,Apartment,,0.59
199,17/01/2022,as1671a1,"4903 Hawk Cv
Austin, TX 78745",4903 Hawk Cv,Austin,TX,78745,1.0,,2021-11-30,Apartment,,0.63
200,17/01/2022,as1671a1-R,"1016 W Stassney Ln, Apt 122
Austin, TX 78745","1016 W Stassney Ln, Apt 122",Austin,TX,78745,1.0,588,2021-09-21,Apartment,2.302,0.03
201,17/01/2022,as1671a1-R,"1016 W Stassney Ln, Apt 136
Austin, TX 78745","1016 W Stassney Ln, Apt 136",Austin,TX,78745,1.0,588,2021-09-08,Apartment,2.192,0.03
202,17/01/2022,as1671a1-R,"1016 W Stassney Ln, Apt 148
Austin, TX 78745","1016 W Stassney Ln, Apt 148",Austin,TX,78745,1.0,708,2021-09-14,Apartment,1.912,0.03
203,17/01/2022,as1671a1-R,"1020 W Stassney Ln, Unit 248
Austin, TX 78745","1020 W Stassney Ln, Unit 248",Austin,TX,78745,1.0,708,2021-09-16,Apartment,2.062,0.06
204,17/01/2022,as1671a1-R,"1020 W Stassney Ln, Unit 165
Austin, TX 78745","1020 W Stassney Ln, Unit 165",Austin,TX,78745,1.0,708,2021-09-07,Apartment,1.922,0.07
205,17/01/2022,as1671a1-R,"5807 S 1st St, Unit ATC11
Austin, TX 78745","5807 S 1st St, Unit ATC11",Austin,TX,78745,1.0,670,2021-09-14,Apartment,1.772,0.39
206,17/01/2022,as1671a1-R,"1016 W Stassney Ln
Austin, TX 78745",1016 W Stassney Ln,Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.03
207,17/01/2022,as1671a1-R,"1005 W Stassney Ln, Unit 25203
Austin, TX 78745","1005 W Stassney Ln, Unit 25203",Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.1
208,17/01/2022,as1671a1-R,"714 Turtle Creek Blvd, Unit 156
Austin, TX 78745","714 Turtle Creek Blvd, Unit 156",Austin,TX,78745,1.0,,2021-09-08,Apartment,,0.38
209,17/01/2022,as1671a1-R,"5816 S 1st St
Austin, TX 78745",5816 S 1st St,Austin,TX,78745,1.0,,2021-09-12,Single Family,,0.36
210,17/01/2022,as1671a1-R,"1005 W Stassney Ln
Austin, TX 78745",1005 W Stassney Ln,Austin,TX,78745,1.0,650,2022-01-11,Condo,1.502,0.1
211,17/01/2022,as1671a1-R,"1005 W Stassney Ln, Unit 25202
Austin, TX 78745","1005 W Stassney Ln, Unit 25202",Austin,TX,78745,1.0,,2022-01-09,Apartment,,0.1
212,17/01/2022,as1671a1-R,"1005 W Stassney Ln, Unit 25201
Austin, TX 78745","1005 W Stassney Ln, Unit 25201",Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.1
213,17/01/2022,as1671a1-R,"5304 Saint Georges Grn, Apt A
Austin, TX 78745","5304 Saint Georges Grn, Apt A",Austin,TX,78745,1.0,840,2021-06-22,Apartment,1.192,0.59
214,17/01/2022,as1671a1-R,"811 Ramble Ln
Austin, TX 78745",811 Ramble Ln,Austin,TX,78745,1.0,,2021-06-30,Apartment,,0.15
215,17/01/2022,as1671a1-R,"5800 Emerald Forest Dr
Austin, TX 78745",5800 Emerald Forest Dr,Austin,TX,78745,1.0,,2021-12-15,Apartment,,0.24
216,17/01/2022,as1671a1-R,"6200 Soft Wind Cir
Austin, TX 78745",6200 Soft Wind Cir,Austin,TX,78745,1.0,,2021-10-01,Apartment,,0.51
217,17/01/2022,as1671a1-R,"801 Sirocco Dr
Austin, TX 78745",801 Sirocco Dr,Austin,TX,78745,1.0,,2021-06-27,Apartment,,0.51
218,17/01/2022,as1671a1-R,"5304 Saint Georges Grn
Austin, TX 78745",5304 Saint Georges Grn,Austin,TX,78745,1.0,,2021-06-23,Apartment,,0.59
219,17/01/2022,as1671a1-R,"4903 Hawk Cv
Austin, TX 78745",4903 Hawk Cv,Austin,TX,78745,1.0,,2021-11-30,Apartment,,0.63
220,17/01/2022,as1671a1-U,"1016 W Stassney Ln, Apt 122
Austin, TX 78745","1016 W Stassney Ln, Apt 122",Austin,TX,78745,1.0,588,2021-09-21,Apartment,2.302,0.03
221,17/01/2022,as1671a1-U,"1016 W Stassney Ln, Apt 136
Austin, TX 78745","1016 W Stassney Ln, Apt 136",Austin,TX,78745,1.0,588,2021-09-08,Apartment,2.192,0.03
222,17/01/2022,as1671a1-U,"1016 W Stassney Ln, Apt 148
Austin, TX 78745","1016 W Stassney Ln, Apt 148",Austin,TX,78745,1.0,708,2021-09-14,Apartment,1.912,0.03
223,17/01/2022,as1671a1-U,"1020 W Stassney Ln, Unit 248
Austin, TX 78745","1020 W Stassney Ln, Unit 248",Austin,TX,78745,1.0,708,2021-09-16,Apartment,2.062,0.06
224,17/01/2022,as1671a1-U,"1020 W Stassney Ln, Unit 165
Austin, TX 78745","1020 W Stassney Ln, Unit 165",Austin,TX,78745,1.0,708,2021-09-07,Apartment,1.922,0.07
225,17/01/2022,as1671a1-U,"5807 S 1st St, Unit ATC11
Austin, TX 78745","5807 S 1st St, Unit ATC11",Austin,TX,78745,1.0,670,2021-09-14,Apartment,1.772,0.39
226,17/01/2022,as1671a1-U,"1016 W Stassney Ln
Austin, TX 78745",1016 W Stassney Ln,Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.03
227,17/01/2022,as1671a1-U,"1005 W Stassney Ln, Unit 25203
Austin, TX 78745","1005 W Stassney Ln, Unit 25203",Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.1
228,17/01/2022,as1671a1-U,"714 Turtle Creek Blvd, Unit 156
Austin, TX 78745","714 Turtle Creek Blvd, Unit 156",Austin,TX,78745,1.0,,2021-09-08,Apartment,,0.38
229,17/01/2022,as1671a1-U,"5816 S 1st St
Austin, TX 78745",5816 S 1st St,Austin,TX,78745,1.0,,2021-09-12,Single Family,,0.36
230,17/01/2022,as1671a1-U,"1005 W Stassney Ln
Austin, TX 78745",1005 W Stassney Ln,Austin,TX,78745,1.0,650,2022-01-11,Condo,1.502,0.1
231,17/01/2022,as1671a1-U,"1005 W Stassney Ln, Unit 25202
Austin, TX 78745","1005 W Stassney Ln, Unit 25202",Austin,TX,78745,1.0,,2022-01-09,Apartment,,0.1
232,17/01/2022,as1671a1-U,"1005 W Stassney Ln, Unit 25201
Austin, TX 78745","1005 W Stassney Ln, Unit 25201",Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.1
233,17/01/2022,as1671a1-U,"5304 Saint Georges Grn, Apt A
Austin, TX 78745","5304 Saint Georges Grn, Apt A",Austin,TX,78745,1.0,840,2021-06-22,Apartment,1.192,0.59
234,17/01/2022,as1671a1-U,"811 Ramble Ln
Austin, TX 78745",811 Ramble Ln,Austin,TX,78745,1.0,,2021-06-30,Apartment,,0.15
235,17/01/2022,as1671a1-U,"5800 Emerald Forest Dr
Austin, TX 78745",5800 Emerald Forest Dr,Austin,TX,78745,1.0,,2021-12-15,Apartment,,0.24
236,17/01/2022,as1671a1-U,"6200 Soft Wind Cir
Austin, TX 78745",6200 Soft Wind Cir,Austin,TX,78745,1.0,,2021-10-01,Apartment,,0.51
237,17/01/2022,as1671a1-U,"801 Sirocco Dr
Austin, TX 78745",801 Sirocco Dr,Austin,TX,78745,1.0,,2021-06-27,Apartment,,0.51
238,17/01/2022,as1671a1-U,"5304 Saint Georges Grn
Austin, TX 78745",5304 Saint Georges Grn,Austin,TX,78745,1.0,,2021-06-23,Apartment,,0.59
239,17/01/2022,as1671a1-U,"4903 Hawk Cv
Austin, TX 78745",4903 Hawk Cv,Austin,TX,78745,1.0,,2021-11-30,Apartment,,0.63
240,17/01/2022,as1671a2,"1016 W Stassney Ln, Apt 136
Austin, TX 78745","1016 W Stassney Ln, Apt 136",Austin,TX,78745,1.0,588,2021-09-08,Apartment,2.192,0.03
241,17/01/2022,as1671a2,"1016 W Stassney Ln, Apt 122
Austin, TX 78745","1016 W Stassney Ln, Apt 122",Austin,TX,78745,1.0,588,2021-09-21,Apartment,2.302,0.03
242,17/01/2022,as1671a2,"1016 W Stassney Ln, Apt 148
Austin, TX 78745","1016 W Stassney Ln, Apt 148",Austin,TX,78745,1.0,708,2021-09-14,Apartment,1.912,0.03
243,17/01/2022,as1671a2,"1020 W Stassney Ln, Unit 248
Austin, TX 78745","1020 W Stassney Ln, Unit 248",Austin,TX,78745,1.0,708,2021-09-16,Apartment,2.062,0.06
244,17/01/2022,as1671a2,"5807 S 1st St, Unit ATC11
Austin, TX 78745","5807 S 1st St, Unit ATC11",Austin,TX,78745,1.0,670,2021-09-14,Apartment,1.772,0.39
245,17/01/2022,as1671a2,"1020 W Stassney Ln, Unit 165
Austin, TX 78745","1020 W Stassney Ln, Unit 165",Austin,TX,78745,1.0,708,2021-09-07,Apartment,1.922,0.07
246,17/01/2022,as1671a2,"1016 W Stassney Ln
Austin, TX 78745",1016 W Stassney Ln,Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.03
247,17/01/2022,as1671a2,"1005 W Stassney Ln, Unit 25203
Austin, TX 78745","1005 W Stassney Ln, Unit 25203",Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.1
248,17/01/2022,as1671a2,"714 Turtle Creek Blvd, Unit 156
Austin, TX 78745","714 Turtle Creek Blvd, Unit 156",Austin,TX,78745,1.0,,2021-09-08,Apartment,,0.38
249,17/01/2022,as1671a2,"5816 S 1st St
Austin, TX 78745",5816 S 1st St,Austin,TX,78745,1.0,,2021-09-12,Single Family,,0.36
250,17/01/2022,as1671a2,"1005 W Stassney Ln
Austin, TX 78745",1005 W Stassney Ln,Austin,TX,78745,1.0,650,2022-01-11,Condo,1.502,0.1
251,17/01/2022,as1671a2,"5304 Saint Georges Grn, Apt A
Austin, TX 78745","5304 Saint Georges Grn, Apt A",Austin,TX,78745,1.0,840,2021-06-22,Apartment,1.192,0.59
252,17/01/2022,as1671a2,"1005 W Stassney Ln, Unit 25202
Austin, TX 78745","1005 W Stassney Ln, Unit 25202",Austin,TX,78745,1.0,,2022-01-09,Apartment,,0.1
253,17/01/2022,as1671a2,"1005 W Stassney Ln, Unit 25201
Austin, TX 78745","1005 W Stassney Ln, Unit 25201",Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.1
254,17/01/2022,as1671a2,"811 Ramble Ln
Austin, TX 78745",811 Ramble Ln,Austin,TX,78745,1.0,,2021-06-30,Apartment,,0.15
255,17/01/2022,as1671a2,"1018 W Stassney Ln, Unit 215
Austin, TX 78745","1018 W Stassney Ln, Unit 215",Austin,TX,78745,2.0,860,2021-09-08,Apartment,1.482,0.06
256,17/01/2022,as1671a2,"1020 W Stassney Ln, Unit 222
Austin, TX 78745","1020 W Stassney Ln, Unit 222",Austin,TX,78745,2.0,860,2021-06-27,Apartment,1.542,0.06
257,17/01/2022,as1671a2,"5800 Emerald Forest Dr
Austin, TX 78745",5800 Emerald Forest Dr,Austin,TX,78745,1.0,,2021-12-15,Apartment,,0.24
258,17/01/2022,as1671a2,"6200 Soft Wind Cir
Austin, TX 78745",6200 Soft Wind Cir,Austin,TX,78745,1.0,,2021-10-01,Apartment,,0.51
259,17/01/2022,as1671a2,"801 Sirocco Dr
Austin, TX 78745",801 Sirocco Dr,Austin,TX,78745,1.0,,2021-06-27,Apartment,,0.51
260,17/01/2022,as1671a2-R,"1016 W Stassney Ln, Apt 136
Austin, TX 78745","1016 W Stassney Ln, Apt 136",Austin,TX,78745,1.0,588,2021-09-08,Apartment,2.192,0.03
261,17/01/2022,as1671a2-R,"1016 W Stassney Ln, Apt 122
Austin, TX 78745","1016 W Stassney Ln, Apt 122",Austin,TX,78745,1.0,588,2021-09-21,Apartment,2.302,0.03
262,17/01/2022,as1671a2-R,"1016 W Stassney Ln, Apt 148
Austin, TX 78745","1016 W Stassney Ln, Apt 148",Austin,TX,78745,1.0,708,2021-09-14,Apartment,1.912,0.03
263,17/01/2022,as1671a2-R,"1020 W Stassney Ln, Unit 248
Austin, TX 78745","1020 W Stassney Ln, Unit 248",Austin,TX,78745,1.0,708,2021-09-16,Apartment,2.062,0.06
264,17/01/2022,as1671a2-R,"5807 S 1st St, Unit ATC11
Austin, TX 78745","5807 S 1st St, Unit ATC11",Austin,TX,78745,1.0,670,2021-09-14,Apartment,1.772,0.39
265,17/01/2022,as1671a2-R,"1020 W Stassney Ln, Unit 165
Austin, TX 78745","1020 W Stassney Ln, Unit 165",Austin,TX,78745,1.0,708,2021-09-07,Apartment,1.922,0.07
266,17/01/2022,as1671a2-R,"1016 W Stassney Ln
Austin, TX 78745",1016 W Stassney Ln,Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.03
267,17/01/2022,as1671a2-R,"1005 W Stassney Ln, Unit 25203
Austin, TX 78745","1005 W Stassney Ln, Unit 25203",Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.1
268,17/01/2022,as1671a2-R,"714 Turtle Creek Blvd, Unit 156
Austin, TX 78745","714 Turtle Creek Blvd, Unit 156",Austin,TX,78745,1.0,,2021-09-08,Apartment,,0.38
269,17/01/2022,as1671a2-R,"5816 S 1st St
Austin, TX 78745",5816 S 1st St,Austin,TX,78745,1.0,,2021-09-12,Single Family,,0.36
270,17/01/2022,as1671a2-R,"1005 W Stassney Ln
Austin, TX 78745",1005 W Stassney Ln,Austin,TX,78745,1.0,650,2022-01-11,Condo,1.502,0.1
271,17/01/2022,as1671a2-R,"5304 Saint Georges Grn, Apt A
Austin, TX 78745","5304 Saint Georges Grn, Apt A",Austin,TX,78745,1.0,840,2021-06-22,Apartment,1.192,0.59
272,17/01/2022,as1671a2-R,"1005 W Stassney Ln, Unit 25202
Austin, TX 78745","1005 W Stassney Ln, Unit 25202",Austin,TX,78745,1.0,,2022-01-09,Apartment,,0.1
273,17/01/2022,as1671a2-R,"1005 W Stassney Ln, Unit 25201
Austin, TX 78745","1005 W Stassney Ln, Unit 25201",Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.1
274,17/01/2022,as1671a2-R,"811 Ramble Ln
Austin, TX 78745",811 Ramble Ln,Austin,TX,78745,1.0,,2021-06-30,Apartment,,0.15
275,17/01/2022,as1671a2-R,"1018 W Stassney Ln, Unit 215
Austin, TX 78745","1018 W Stassney Ln, Unit 215",Austin,TX,78745,2.0,860,2021-09-08,Apartment,1.482,0.06
276,17/01/2022,as1671a2-R,"1020 W Stassney Ln, Unit 222
Austin, TX 78745","1020 W Stassney Ln, Unit 222",Austin,TX,78745,2.0,860,2021-06-27,Apartment,1.542,0.06
277,17/01/2022,as1671a2-R,"5800 Emerald Forest Dr
Austin, TX 78745",5800 Emerald Forest Dr,Austin,TX,78745,1.0,,2021-12-15,Apartment,,0.24
278,17/01/2022,as1671a2-R,"6200 Soft Wind Cir
Austin, TX 78745",6200 Soft Wind Cir,Austin,TX,78745,1.0,,2021-10-01,Apartment,,0.51
279,17/01/2022,as1671a2-R,"801 Sirocco Dr
Austin, TX 78745",801 Sirocco Dr,Austin,TX,78745,1.0,,2021-06-27,Apartment,,0.51
280,17/01/2022,as1671a2-U,"1016 W Stassney Ln, Apt 136
Austin, TX 78745","1016 W Stassney Ln, Apt 136",Austin,TX,78745,1.0,588,2021-09-08,Apartment,2.192,0.03
281,17/01/2022,as1671a2-U,"1016 W Stassney Ln, Apt 122
Austin, TX 78745","1016 W Stassney Ln, Apt 122",Austin,TX,78745,1.0,588,2021-09-21,Apartment,2.302,0.03
282,17/01/2022,as1671a2-U,"1016 W Stassney Ln, Apt 148
Austin, TX 78745","1016 W Stassney Ln, Apt 148",Austin,TX,78745,1.0,708,2021-09-14,Apartment,1.912,0.03
283,17/01/2022,as1671a2-U,"1020 W Stassney Ln, Unit 248
Austin, TX 78745","1020 W Stassney Ln, Unit 248",Austin,TX,78745,1.0,708,2021-09-16,Apartment,2.062,0.06
284,17/01/2022,as1671a2-U,"5807 S 1st St, Unit ATC11
Austin, TX 78745","5807 S 1st St, Unit ATC11",Austin,TX,78745,1.0,670,2021-09-14,Apartment,1.772,0.39
285,17/01/2022,as1671a2-U,"1020 W Stassney Ln, Unit 165
Austin, TX 78745","1020 W Stassney Ln, Unit 165",Austin,TX,78745,1.0,708,2021-09-07,Apartment,1.922,0.07
286,17/01/2022,as1671a2-U,"1016 W Stassney Ln
Austin, TX 78745",1016 W Stassney Ln,Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.03
287,17/01/2022,as1671a2-U,"1005 W Stassney Ln, Unit 25203
Austin, TX 78745","1005 W Stassney Ln, Unit 25203",Austin,TX,78745,1.0,,2022-01-11,Apartment,,0.1
288,17/01/2022,as1671a2-U,"714 Turtle Creek Blvd, Unit 156
Austin, TX 78745","714 Turtle Creek Blvd, Unit 156",Austin,TX,78745,1.0,,2021-09-08,Apartment,,0.38
289,17/01/2022,as1671a2-U,"5816 S 1st St
Austin, TX 78745",5816 S 1st St,Austin,TX,78745,1.0,,2021-09-12,Single Family,,0.36
290,17/01/2022,as1671a2-U,"1005 W Stassney Ln
Austin, TX 78745",1005 W Stassney Ln,Austin,TX,78745,1.0,650,2022-01-11,Condo,1.502,0.1
291,17/01/2022,as1671a2-U,"5304 Saint Georges Grn, Apt A
Austin, TX 78745","5304 Saint Georges Grn, Apt A",Austin,TX,78745,1.0,840,2021-06-22,Apartment,1.192,0.59
292,17/01/2022,as1671a2-U,"1005 W Stassney Ln, Unit 25202
Austin, TX 78745","1005 W Stassney Ln, Unit 25202",Austin,TX,78745,1.0,,2022-01-09,Apartment,,0.1
